release_speed;player_name;events;description;des;stand;p_throws;type;pitch_name;bat_speed;bat_win_exp;balls;strikes;outs_when_up;inning;inning_topbot;effective_speed;release_spin_rate
96.7;Treinen, Blake;;called_strike;Anthony Volpe grounds out, second baseman Gavin Lux to first baseman Freddie Freeman.;R;R;S;Sinker;;0.74;2;0;2;6;Bot;95.4;2507
93.4;Treinen, Blake;;ball;Anthony Volpe grounds out, second baseman Gavin Lux to first baseman Freddie Freeman.;R;R;B;Sinker;;0.74;1;0;2;6;Bot;92.2;2302
95.1;Treinen, Blake;;ball;Anthony Volpe grounds out, second baseman Gavin Lux to first baseman Freddie Freeman.;R;R;B;Sinker;;0.74;0;0;2;6;Bot;93.9;2443
97.6;Graterol, Brusdar;walk;ball;Anthony Rizzo walks.;L;R;B;Sinker;;0.733;3;2;2;6;Bot;96.5;2121
87.2;Graterol, Brusdar;;blocked_ball;Anthony Rizzo walks.;L;R;B;Slider;;0.733;2;2;2;6;Bot;86.4;2684
97.5;Graterol, Brusdar;;ball;Anthony Rizzo walks.;L;R;B;4-Seam Fastball;;0.733;1;2;2;6;Bot;96.2;2065
98.4;Graterol, Brusdar;;foul;Anthony Rizzo walks.;L;R;S;Sinker;67.9;0.733;1;1;2;6;Bot;97.3;2099
95.6;Graterol, Brusdar;;ball;Anthony Rizzo walks.;L;R;B;Cutter;;0.733;0;1;2;6;Bot;94.9;2179
97.7;Graterol, Brusdar;;foul;Anthony Rizzo walks.;L;R;S;Sinker;77.4;0.733;0;0;2;6;Bot;96.7;2071
90;Graterol, Brusdar;sac_fly;hit_into_play;Giancarlo Stanton out on a sacrifice fly to center fielder Enrique Hernandez. Juan Soto scores. Jazz Chisholm Jr. to 2nd.;R;R;X;Slider;86.7;0.673;0;0;1;6;Bot;88.7;2378
98.1;Graterol, Brusdar;force_out;hit_into_play;Jazz Chisholm Jr. grounds into a force out, second baseman Gavin Lux to shortstop Tommy Edman. Juan Soto to 3rd. Aaron Judge out at 2nd. Jazz Chisholm Jr. to 1st.;L;R;X;4-Seam Fastball;;0.695;0;2;0;6;Bot;97.4;2096
98.3;Graterol, Brusdar;;foul_bunt;Jazz Chisholm Jr. grounds into a force out, second baseman Gavin Lux to shortstop Tommy Edman. Juan Soto to 3rd. Aaron Judge out at 2nd. Jazz Chisholm Jr. to 1st.;L;R;S;Sinker;13.4;0.695;0;1;0;6;Bot;97;2126
97.9;Graterol, Brusdar;;swinging_strike;Jazz Chisholm Jr. grounds into a force out, second baseman Gavin Lux to shortstop Tommy Edman. Juan Soto to 3rd. Aaron Judge out at 2nd. Jazz Chisholm Jr. to 1st.;L;R;S;4-Seam Fastball;72.5;0.695;0;0;0;6;Bot;96.6;2162
98.8;Graterol, Brusdar;walk;ball;Aaron Judge walks. Juan Soto to 2nd.;R;R;B;Sinker;;0.625;3;2;0;6;Bot;97.8;2049
98.9;Graterol, Brusdar;;foul;Aaron Judge walks. Juan Soto to 2nd.;R;R;S;Sinker;75.1;0.625;3;2;0;6;Bot;97.9;2104
98.6;Graterol, Brusdar;;foul;Aaron Judge walks. Juan Soto to 2nd.;R;R;S;Sinker;77;0.625;3;2;0;6;Bot;97.5;2028
91.2;Graterol, Brusdar;;blocked_ball;Aaron Judge walks. Juan Soto to 2nd.;R;R;B;Slider;;0.625;2;2;0;6;Bot;89.9;2389
98;Graterol, Brusdar;;ball;Aaron Judge walks. Juan Soto to 2nd.;R;R;B;Sinker;;0.625;1;2;0;6;Bot;97.1;1960
98.9;Graterol, Brusdar;;swinging_strike;Aaron Judge walks. Juan Soto to 2nd.;R;R;S;Sinker;74.4;0.625;1;1;0;6;Bot;98;2096
88.7;Graterol, Brusdar;;called_strike;Aaron Judge walks. Juan Soto to 2nd.;R;R;S;Slider;;0.625;1;0;0;6;Bot;87.5;2318
98;Graterol, Brusdar;;ball;Aaron Judge walks. Juan Soto to 2nd.;R;R;B;Sinker;;0.625;0;0;0;6;Bot;96.9;2010
99.6;Graterol, Brusdar;walk;ball;Juan Soto walks.;L;R;B;Sinker;;0.574;3;2;0;6;Bot;98.8;2070
98.4;Graterol, Brusdar;;foul;Juan Soto walks.;L;R;S;4-Seam Fastball;78.7;0.574;3;1;0;6;Bot;97.6;2142
85;Graterol, Brusdar;;ball;Juan Soto walks.;L;R;B;Slider;;0.574;2;1;0;6;Bot;84.6;2648
99.3;Graterol, Brusdar;;foul;Juan Soto walks.;L;R;S;Sinker;79.2;0.574;2;0;0;6;Bot;98.2;2053
86.3;Graterol, Brusdar;;ball;Juan Soto walks.;L;R;B;Slider;;0.574;1;0;0;6;Bot;85.9;2592
91.6;Graterol, Brusdar;;ball;Juan Soto walks.;L;R;B;Slider;;0.574;0;0;0;6;Bot;90.8;2543
98.2;Cole, Gerrit;field_out;hit_into_play;Gavin Lux flies out to right fielder Juan Soto.;L;R;X;4-Seam Fastball;75.1;0.442;0;2;2;6;Top;97.6;2409
97.8;Cole, Gerrit;;foul;Gavin Lux flies out to right fielder Juan Soto.;L;R;S;4-Seam Fastball;70.8;0.442;0;1;2;6;Top;97.6;2352
83.2;Cole, Gerrit;;foul;Gavin Lux flies out to right fielder Juan Soto.;L;R;S;Knuckle Curve;58.4;0.442;0;0;2;6;Top;82.2;2708
97;Cole, Gerrit;strikeout;swinging_strike;Will Smith strikes out swinging.;R;R;S;4-Seam Fastball;70.4;0.467;2;2;1;6;Top;96.5;2429
92.8;Cole, Gerrit;;foul;Will Smith strikes out swinging.;R;R;S;Cutter;73.9;0.467;2;1;1;6;Top;92.8;2507
84.6;Cole, Gerrit;;ball;Will Smith strikes out swinging.;R;R;B;Knuckle Curve;;0.467;1;1;1;6;Top;83.3;2756
92.4;Cole, Gerrit;;foul;Will Smith strikes out swinging.;R;R;S;Cutter;67.2;0.467;1;0;1;6;Top;92;2520
96.4;Cole, Gerrit;;ball;Will Smith strikes out swinging.;R;R;B;4-Seam Fastball;;0.467;0;0;1;6;Top;96;2472
82.7;Cole, Gerrit;field_out;hit_into_play;Tommy Edman lines out to left fielder Alex Verdugo.;L;R;X;Knuckle Curve;69.8;0.5;0;2;0;6;Top;81.3;2876
92.4;Cole, Gerrit;;foul;Tommy Edman lines out to left fielder Alex Verdugo.;L;R;S;Cutter;57.6;0.5;0;1;0;6;Top;92.3;2572
96.5;Cole, Gerrit;;called_strike;Tommy Edman lines out to left fielder Alex Verdugo.;L;R;S;4-Seam Fastball;;0.5;0;0;0;6;Top;96.1;2470
93.8;Vesia, Alex;field_out;hit_into_play;Gleyber Torres flies out to right fielder Mookie Betts.;R;L;X;4-Seam Fastball;66.6;0.594;1;2;2;5;Bot;93.4;2468
94.3;Vesia, Alex;;swinging_strike;Gleyber Torres flies out to right fielder Mookie Betts.;R;L;S;4-Seam Fastball;71.7;0.594;1;1;2;5;Bot;93.9;2476
93.4;Vesia, Alex;;called_strike;Gleyber Torres flies out to right fielder Mookie Betts.;R;L;S;4-Seam Fastball;;0.594;1;0;2;5;Bot;93.2;2476
94.2;Vesia, Alex;;ball;Gleyber Torres flies out to right fielder Mookie Betts.;R;L;B;4-Seam Fastball;;0.594;0;0;2;5;Bot;93.8;2558
93.1;Vesia, Alex;walk;ball;Alex Verdugo walks. Anthony Volpe to 3rd. Austin Wells to 2nd.;L;L;B;4-Seam Fastball;;0.558;3;1;2;5;Bot;92.8;2449
93.4;Vesia, Alex;;called_strike;Alex Verdugo walks. Anthony Volpe to 3rd. Austin Wells to 2nd.;L;L;S;4-Seam Fastball;;0.558;3;0;2;5;Bot;93.5;2509
84.7;Vesia, Alex;;ball;Alex Verdugo walks. Anthony Volpe to 3rd. Austin Wells to 2nd.;L;L;B;Slider;;0.558;2;0;2;5;Bot;84.7;2403
93.5;Vesia, Alex;;ball;Alex Verdugo walks. Anthony Volpe to 3rd. Austin Wells to 2nd.;L;L;B;4-Seam Fastball;;0.558;1;0;2;5;Bot;93;2495
85.8;Vesia, Alex;;ball;Alex Verdugo walks. Anthony Volpe to 3rd. Austin Wells to 2nd.;L;L;B;Slider;;0.558;0;0;2;5;Bot;85.8;2399
94.1;Vesia, Alex;hit_by_pitch;hit_by_pitch;Austin Wells hit by pitch. Anthony Volpe to 2nd.;L;L;B;4-Seam Fastball;;0.531;2;0;2;5;Bot;93.6;2394
93.4;Vesia, Alex;;ball;Austin Wells hit by pitch. Anthony Volpe to 2nd.;L;L;B;4-Seam Fastball;;0.531;1;0;2;5;Bot;93.1;2496
84.8;Vesia, Alex;;ball;Austin Wells hit by pitch. Anthony Volpe to 2nd.;L;L;B;Slider;;0.531;0;0;2;5;Bot;84.9;2468
86.8;Vesia, Alex;single;hit_into_play;Anthony Volpe singles on a line drive to right fielder Mookie Betts.;R;L;X;Slider;66;0.514;1;2;2;5;Bot;87.2;2486
93.7;Vesia, Alex;;swinging_strike;Anthony Volpe singles on a line drive to right fielder Mookie Betts.;R;L;S;4-Seam Fastball;73.8;0.514;1;1;2;5;Bot;93.5;2527
94.5;Vesia, Alex;;ball;Anthony Volpe singles on a line drive to right fielder Mookie Betts.;R;L;B;4-Seam Fastball;;0.514;0;1;2;5;Bot;93.9;2491
94;Vesia, Alex;;called_strike;Anthony Volpe singles on a line drive to right fielder Mookie Betts.;R;L;S;4-Seam Fastball;;0.514;0;0;2;5;Bot;93.8;2427
86.5;Vesia, Alex;field_out;hit_into_play;Anthony Rizzo lines out to center fielder Enrique Hernandez.;L;L;X;Slider;61.6;0.536;1;2;1;5;Bot;86.7;2497
94.6;Vesia, Alex;;called_strike;Anthony Rizzo lines out to center fielder Enrique Hernandez.;L;L;S;4-Seam Fastball;;0.536;1;1;1;5;Bot;94.5;2459
93.8;Vesia, Alex;;foul;Anthony Rizzo lines out to center fielder Enrique Hernandez.;L;L;S;4-Seam Fastball;69;0.536;1;0;1;5;Bot;93.9;2421
85.8;Vesia, Alex;;ball;Anthony Rizzo lines out to center fielder Enrique Hernandez.;L;L;B;Slider;;0.536;0;0;1;5;Bot;85.9;2423
94;Vesia, Alex;field_out;hit_into_play;Giancarlo Stanton grounds out, second baseman Gavin Lux to first baseman Freddie Freeman.;R;L;X;4-Seam Fastball;76.4;0.565;1;1;0;5;Bot;93.2;2513
94.1;Vesia, Alex;;ball;Giancarlo Stanton grounds out, second baseman Gavin Lux to first baseman Freddie Freeman.;R;L;B;4-Seam Fastball;;0.565;0;1;0;5;Bot;93.4;2442
86.2;Vesia, Alex;;called_strike;Giancarlo Stanton grounds out, second baseman Gavin Lux to first baseman Freddie Freeman.;R;L;S;Slider;;0.565;0;0;0;5;Bot;86.3;2542
99.2;Cole, Gerrit;force_out;hit_into_play;Enrique Hernandez grounds into a force out, fielded by shortstop Anthony Volpe. Max Muncy out at 2nd.;R;R;X;4-Seam Fastball;63.6;0.493;0;2;2;5;Top;99.4;2347
98.2;Cole, Gerrit;;foul;Enrique Hernandez grounds into a force out, fielded by shortstop Anthony Volpe. Max Muncy out at 2nd.;R;R;S;4-Seam Fastball;70.4;0.493;0;1;2;5;Top;97.9;2521
94.8;Cole, Gerrit;;foul;Enrique Hernandez grounds into a force out, fielded by shortstop Anthony Volpe. Max Muncy out at 2nd.;R;R;S;Cutter;73.7;0.493;0;0;2;5;Top;94.8;2444
92.7;Cole, Gerrit;walk;ball;Max Muncy walks.;L;R;B;Cutter;;0.481;3;1;2;5;Top;92.7;2513
98.4;Cole, Gerrit;;foul;Max Muncy walks.;L;R;S;4-Seam Fastball;74.2;0.481;3;0;2;5;Top;98.3;2364
86;Cole, Gerrit;;blocked_ball;Max Muncy walks.;L;R;B;Knuckle Curve;;0.481;2;0;2;5;Top;85.5;2776
98.9;Cole, Gerrit;;ball;Max Muncy walks.;L;R;B;4-Seam Fastball;;0.481;1;0;2;5;Top;99;2278
86.4;Cole, Gerrit;;ball;Max Muncy walks.;L;R;B;Knuckle Curve;;0.481;0;0;2;5;Top;86.1;2787
90.6;Cole, Gerrit;double;hit_into_play;Teoscar Hernandez doubles (1) on a sharp fly ball to center fielder Aaron Judge. Mookie Betts scores. Freddie Freeman scores.;R;R;X;Slider;70.3;0.24;1;2;2;5;Top;90.8;2744
89.9;Cole, Gerrit;;ball;Teoscar Hernandez doubles (1) on a sharp fly ball to center fielder Aaron Judge. Mookie Betts scores. Freddie Freeman scores.;R;R;B;Slider;;0.24;0;2;2;5;Top;89.9;2583
98.6;Cole, Gerrit;;foul;Teoscar Hernandez doubles (1) on a sharp fly ball to center fielder Aaron Judge. Mookie Betts scores. Freddie Freeman scores.;R;R;S;4-Seam Fastball;68.4;0.24;0;1;2;5;Top;98.3;2406
95.1;Cole, Gerrit;;swinging_strike;Teoscar Hernandez doubles (1) on a sharp fly ball to center fielder Aaron Judge. Mookie Betts scores. Freddie Freeman scores.;R;R;S;Cutter;73.9;0.24;0;0;2;5;Top;95.3;2617
99.5;Cole, Gerrit;single;hit_into_play;Freddie Freeman singles on a line drive to center fielder Aaron Judge. Tommy Edman scores. Will Smith scores. Mookie Betts to 3rd.;L;R;X;4-Seam Fastball;65.1;0.12;1;2;2;5;Top;99.4;2291
92.9;Cole, Gerrit;;foul;Freddie Freeman singles on a line drive to center fielder Aaron Judge. Tommy Edman scores. Will Smith scores. Mookie Betts to 3rd.;L;R;S;Changeup;62.8;0.12;1;2;2;5;Top;93.1;1597
99.5;Cole, Gerrit;;foul;Freddie Freeman singles on a line drive to center fielder Aaron Judge. Tommy Edman scores. Will Smith scores. Mookie Betts to 3rd.;L;R;S;4-Seam Fastball;64;0.12;1;1;2;5;Top;99.3;2347
91.6;Cole, Gerrit;;ball;Freddie Freeman singles on a line drive to center fielder Aaron Judge. Tommy Edman scores. Will Smith scores. Mookie Betts to 3rd.;L;R;B;Changeup;;0.12;0;1;2;5;Top;92;1562
98.1;Cole, Gerrit;;foul;Freddie Freeman singles on a line drive to center fielder Aaron Judge. Tommy Edman scores. Will Smith scores. Mookie Betts to 3rd.;L;R;S;Sinker;70.1;0.12;0;0;2;5;Top;98.1;2270
89.5;Cole, Gerrit;single;hit_into_play;Mookie Betts singles on a ground ball to first baseman Anthony Rizzo. Enrique Hernandez scores. Tommy Edman to 3rd. Will Smith to 2nd.;R;R;X;Slider;75.8;0.074;1;0;2;5;Top;89.5;2661
94.2;Cole, Gerrit;;ball;Mookie Betts singles on a ground ball to first baseman Anthony Rizzo. Enrique Hernandez scores. Tommy Edman to 3rd. Will Smith to 2nd.;R;R;B;Cutter;;0.074;0;0;2;5;Top;94.3;2513
87.3;Cole, Gerrit;strikeout;swinging_strike;Shohei Ohtani strikes out swinging.;L;R;S;Knuckle Curve;69.9;0.118;1;2;1;5;Top;86.9;2845
98.3;Cole, Gerrit;;foul_tip;Shohei Ohtani strikes out swinging.;L;R;S;4-Seam Fastball;79.5;0.118;1;1;1;5;Top;97.4;2511
93.1;Cole, Gerrit;;ball;Shohei Ohtani strikes out swinging.;L;R;B;Changeup;;0.118;0;1;1;5;Top;93.2;1692
94.9;Cole, Gerrit;;foul_tip;Shohei Ohtani strikes out swinging.;L;R;S;Cutter;81.3;0.118;0;0;1;5;Top;94.7;2539
99.4;Cole, Gerrit;strikeout;swinging_strike;Gavin Lux strikes out swinging.;L;R;S;4-Seam Fastball;66.3;0.169;1;2;0;5;Top;99.2;2367
98.8;Cole, Gerrit;;swinging_strike;Gavin Lux strikes out swinging.;L;R;S;4-Seam Fastball;74.3;0.169;1;1;0;5;Top;98.3;2429
92.9;Cole, Gerrit;;called_strike;Gavin Lux strikes out swinging.;L;R;S;Changeup;;0.169;1;0;0;5;Top;92.9;1714
98.8;Cole, Gerrit;;ball;Gavin Lux strikes out swinging.;L;R;B;4-Seam Fastball;;0.169;0;0;0;5;Top;98.5;2442
89.3;Cole, Gerrit;fielders_choice;hit_into_play;Will Smith reaches on a fielder's choice, fielded by shortstop Anthony Volpe. Enrique Hernandez to 3rd. Tommy Edman to 2nd. Enrique Hernandez advances to 3rd, on a throwing error by shortstop Anthony Volpe.;R;R;X;Slider;71;0.112;2;2;0;5;Top;88.9;2501
97.6;Cole, Gerrit;;swinging_strike;Will Smith reaches on a fielder's choice, fielded by shortstop Anthony Volpe. Enrique Hernandez to 3rd. Tommy Edman to 2nd. Enrique Hernandez advances to 3rd, on a throwing error by shortstop Anthony Volpe.;R;R;S;4-Seam Fastball;57.6;0.112;2;1;0;5;Top;97.1;2417
88.6;Cole, Gerrit;;ball;Will Smith reaches on a fielder's choice, fielded by shortstop Anthony Volpe. Enrique Hernandez to 3rd. Tommy Edman to 2nd. Enrique Hernandez advances to 3rd, on a throwing error by shortstop Anthony Volpe.;R;R;B;Slider;;0.112;1;1;0;5;Top;88.4;2485
93.6;Cole, Gerrit;;called_strike;Will Smith reaches on a fielder's choice, fielded by shortstop Anthony Volpe. Enrique Hernandez to 3rd. Tommy Edman to 2nd. Enrique Hernandez advances to 3rd, on a throwing error by shortstop Anthony Volpe.;R;R;S;Cutter;;0.112;1;0;0;5;Top;94;2574
84.2;Cole, Gerrit;;blocked_ball;Will Smith reaches on a fielder's choice, fielded by shortstop Anthony Volpe. Enrique Hernandez to 3rd. Tommy Edman to 2nd. Enrique Hernandez advances to 3rd, on a throwing error by shortstop Anthony Volpe.;R;R;B;Knuckle Curve;;0.112;0;0;0;5;Top;83;2754
90.5;Cole, Gerrit;field_error;hit_into_play;Tommy Edman reaches on a fielding error by center fielder Aaron Judge. Enrique Hernandez to 2nd.;L;R;X;Changeup;69.2;0.077;0;2;0;5;Top;90.8;1578
89.9;Cole, Gerrit;;foul;Tommy Edman reaches on a fielding error by center fielder Aaron Judge. Enrique Hernandez to 2nd.;L;R;S;Changeup;61;0.077;0;2;0;5;Top;90.5;1442
85.2;Cole, Gerrit;;foul;Tommy Edman reaches on a fielding error by center fielder Aaron Judge. Enrique Hernandez to 2nd.;L;R;S;Knuckle Curve;65.6;0.077;0;1;0;5;Top;84.6;2921
89.9;Cole, Gerrit;;called_strike;Tommy Edman reaches on a fielding error by center fielder Aaron Judge. Enrique Hernandez to 2nd.;L;R;S;Changeup;;0.077;0;0;0;5;Top;90.5;1488
96.9;Cole, Gerrit;single;hit_into_play;Enrique Hernandez singles on a line drive to right fielder Juan Soto.;R;R;X;4-Seam Fastball;70.1;0.057;1;0;0;5;Top;96.8;2376
89.5;Cole, Gerrit;;ball;Enrique Hernandez singles on a line drive to right fielder Juan Soto.;R;R;B;Slider;;0.057;0;0;0;5;Top;88.9;2462
98.9;Kopech, Michael;strikeout;called_strike;Jazz Chisholm Jr. called out on strikes.;L;R;S;4-Seam Fastball;;0.951;2;2;2;4;Bot;99.6;2589
100.4;Kopech, Michael;;ball;Jazz Chisholm Jr. called out on strikes.;L;R;B;4-Seam Fastball;;0.951;1;2;2;4;Bot;101.3;2669
89.9;Kopech, Michael;;foul;Jazz Chisholm Jr. called out on strikes.;L;R;S;Cutter;63.9;0.951;1;2;2;4;Bot;91.1;2286
98;Kopech, Michael;;foul;Jazz Chisholm Jr. called out on strikes.;L;R;S;4-Seam Fastball;76.5;0.951;1;2;2;4;Bot;98;2591
92.3;Kopech, Michael;;ball;Jazz Chisholm Jr. called out on strikes.;L;R;B;Cutter;;0.951;0;2;2;4;Bot;93.3;2458
97.5;Kopech, Michael;;foul;Jazz Chisholm Jr. called out on strikes.;L;R;S;4-Seam Fastball;68.5;0.951;0;1;2;4;Bot;98.1;2619
98.4;Kopech, Michael;;called_strike;Jazz Chisholm Jr. called out on strikes.;L;R;S;4-Seam Fastball;;0.951;0;0;2;4;Bot;98.9;2652
